                   MONTHLY CLIMATOLOGICAL SUMMARY for Jan 2015


NAME: Hill Head Sailing Club, Fareham, UK                  
ELEV: 7 meters    LAT: 50-49.35 N    LONG: 001-14.47 W


                   TEMPERATURE (C), RAIN (mm), WIND SPEED (m/s)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01    9.4   10.9  23:53    7.8  00:00    9.0    0.0    0.2   10.1   19.7  17:53    203
 02    9.0   12.5  12:25    6.1  20:41    9.4    0.0    0.0    6.3   19.7  00:07    259
 03    7.8   11.9  14:32    4.2  23:56   10.5    0.0    0.0    4.6   14.8  13:18    210
 04    4.9    7.6  23:36    3.4  05:28   13.4    0.0    0.0    1.7    5.4  00:44     73
 05    8.5    9.4  10:24    6.9  00:42    9.8    0.0    0.4    3.6    6.7  15:22    168
 06    8.0   10.6  13:08    3.3  23:51   10.4    0.0    0.2    5.5   13.0  11:11    219
 07    7.7   10.2  23:49    1.8  05:34   10.6    0.0    0.2    7.4   16.5  16:07    209
 08    9.5   10.8  13:55    8.1  18:39    8.9    0.0    0.4    6.9   17.4  23:04    241
 09   10.6   12.1  12:25    9.6  07:42    7.7    0.0    0.2   11.2   19.2  02:50    228
 10    9.0   11.3  10:11    5.4  21:53    9.4    0.0    0.0   10.9   21.0  08:56    244
 11    7.1    9.4  22:52    4.0  06:07   11.3    0.0    0.0    8.8   17.0  21:46    248
 12   10.2   11.0  12:31    8.9  01:11    8.1    0.0    0.2   13.2   21.5  05:18    226
 13    8.3   11.0  10:50    3.7  23:58   10.1    0.0    0.0    8.3   22.8  12:21    236
 14    7.1    9.7  23:20    2.9  08:24   11.2    0.0    0.0   10.9   25.9  23:21    216
 15    8.4   10.6  03:05    6.7  18:52    9.9    0.0    0.0   12.9   30.0  01:14    230
 16    5.6   11.2  13:41    0.3  00:00   12.7    0.0    0.2    3.8   14.3  03:47    260
 17    5.1    9.8  12:10   -0.2  02:10   13.2    0.0    0.4    4.0   17.4  08:59    237
 18    3.3    7.2  13:19    0.0  20:20   15.0    0.0    0.2    1.2    9.4  14:09    319
 19    3.5   11.5  11:38   -1.1  23:42   14.8    0.0    0.4    1.8    6.7  02:21    320
 20    2.3    5.8  17:07   -2.4  03:22   16.1    0.0   11.4    6.0   14.3  22:36    125
 21    4.9    6.1  14:03    1.9  23:57   13.4    0.0    0.8    5.2   12.5  00:04    128
 22    2.0    6.8  14:02   -1.4  23:52   16.3    0.0    0.8    2.0    5.8  13:37      7
 23    3.0    8.7  23:57   -3.4  07:29   15.3    0.0    1.4    4.4   13.4  23:10    214
 24    6.1   10.8  12:09    1.8  23:59   12.2    0.0    1.2    4.2   14.3  00:16    294
 25    5.3    8.9  13:24    0.1  04:20   13.0    0.0    0.6    3.5   10.7  13:38    246
 26    8.0   11.7  11:46    4.0  23:51   10.3    0.0    0.0    4.4   12.1  13:14    275
 27    6.4   11.0  14:34    3.2  01:58   11.9    0.0    0.0    3.3    8.0  14:51    273
 28    7.1    9.6  11:04    3.7  21:52   11.3    0.0    0.0    9.5   22.8  11:43    248
 29    4.3    8.7  13:19    1.7  18:37   14.0    0.0    0.0    7.4   15.6  23:39    265
 30    5.2   10.9  12:16    2.9  23:54   13.1    0.0    0.0    5.7   14.3  04:32    278
 31    3.8    6.5  13:24    2.0  01:26   14.5    0.0    0.0    5.9   14.3  14:28    298
---------------------------------------------------------------------------------------
       6.5   12.5     02   -3.4     23  366.8    0.0   19.2    6.3   30.0     15    237
    

